,comorb_level,rr_config,dataset_type,model,roc_auc,pr_auc,accuracy
142,0.6,geno_10_mt_5,var,logit,0.6139528488212206,0.5760247020987908,0.585
143,0.6,geno_10_mt_5,var,logit,0.5856771419285481,0.5641926575158255,0.5675
144,0.6,geno_10_mt_5,var,logit,0.5895147378684467,0.5845114214504188,0.58
145,0.6,geno_10_mt_5,var,logit,0.5466261656541413,0.535074978680708,0.5175
146,0.6,geno_10_mt_5,var,logit,0.6062901572539313,0.5968891752567289,0.575
147,0.6,geno_10_mt_5,var,logit,0.6111402785069627,0.5891002714525148,0.615
148,0.6,geno_10_mt_5,var,logit,0.621140528513213,0.6174821462531752,0.595
149,0.6,geno_10_mt_5,var,logit,0.6347033675841897,0.6210925238424524,0.6175
150,1.0,geno_10_mt_5,merged,logit,0.6733418335458388,0.6563872831550768,0.6425
151,1.0,geno_10_mt_5,merged,logit,0.6608165204130103,0.6235168571179078,0.5975
152,1.0,geno_10_mt_5,merged,logit,0.6228905722643068,0.6287513869524892,0.58
153,1.0,geno_10_mt_5,merged,logit,0.6764169104227605,0.6761324921414301,0.6225
154,1.0,geno_10_mt_5,merged,logit,0.6511412785319634,0.634825149397714,0.6
155,1.0,geno_10_mt_5,merged,logit,0.6204405110127753,0.5972564453565494,0.5975
156,1.0,geno_10_mt_5,merged,logit,0.664241606040151,0.6331787940756356,0.6125
157,1.0,geno_10_mt_5,merged,logit,0.6501662541563539,0.6392886829048984,0.5925
158,1.0,geno_10_mt_5,merged,logit,0.7134928373209332,0.7161430712988482,0.6725
159,1.0,geno_10_mt_5,merged,logit,0.6594414860371508,0.6614048854989152,0.5925
160,1.0,geno_10_mt_5,merged,logit,0.6301657541438537,0.6328891423372169,0.595
161,1.0,geno_10_mt_5,merged,logit,0.6735918397959949,0.6597948197906569,0.645
162,1.0,geno_10_mt_5,merged,logit,0.6419660491512288,0.6187210228010424,0.6
163,1.0,geno_10_mt_5,merged,logit,0.6896422410560263,0.6791595630899097,0.6425
164,1.0,geno_10_mt_5,merged,logit,0.653366334158354,0.6232613426107592,0.6125
165,1.0,geno_10_mt_5,merged,logit,0.6465161629040727,0.6541750223214253,0.6025
166,1.0,geno_10_mt_5,merged,logit,0.6229905747643691,0.6079588153422313,0.6
167,1.0,geno_10_mt_5,merged,logit,0.6358158953973849,0.6234085721467351,0.5875
168,1.0,geno_10_mt_5,merged,logit,0.7019675491887297,0.6815783458996689,0.645
169,1.0,geno_10_mt_5,merged,logit,0.6147403685092128,0.6283408062738105,0.5725
170,1.0,geno_10_mt_5,merged,logit,0.6263906597664941,0.6031447005492814,0.6175
171,1.0,geno_10_mt_5,merged,logit,0.6768919222980575,0.6806537066251273,0.6175
172,1.0,geno_10_mt_5,merged,logit,0.6744168604215104,0.6284717293855663,0.64
173,1.0,geno_10_mt_5,merged,logit,0.6433910847771195,0.6398365214600447,0.5975
174,1.0,geno_10_mt_5,merged,logit,0.6367659191479788,0.6329145057132324,0.605
175,1.0,geno_10_mt_5,merged,logit,0.6117402935073377,0.6133097488612438,0.605
176,1.0,geno_10_mt_5,merged,logit,0.6817670441761043,0.6628181901313157,0.6225
177,1.0,geno_10_mt_5,merged,logit,0.6457911447786195,0.6164375290057197,0.6025
178,1.0,geno_10_mt_5,merged,logit,0.594964874121853,0.5626098596962307,0.5625
179,1.0,geno_10_mt_5,merged,logit,0.5960149003725093,0.5674791795620941,0.5575
180,1.0,geno_10_mt_5,merged,logit,0.666841671041776,0.6333365669712827,0.615
181,1.0,geno_10_mt_5,merged,logit,0.6080402010050252,0.6167280277680383,0.5725
182,1.0,geno_10_mt_5,merged,logit,0.6342908572714316,0.6312388069831629,0.615
183,1.0,geno_10_mt_5,merged,logit,0.6814420360509013,0.6339900132609577,0.6275
184,1.0,geno_10_mt_5,merged,logit,0.6663666591664791,0.6445572426017463,0.605
185,1.0,geno_10_mt_5,merged,logit,0.6993174829370735,0.6693203033465904,0.6625
186,1.0,geno_10_mt_5,merged,logit,0.6724168104202605,0.6611867769634565,0.6225
187,1.0,geno_10_mt_5,merged,logit,0.6662666566664166,0.6389779482498525,0.62
188,1.0,geno_10_mt_5,merged,logit,0.6154903872596815,0.6327870233266496,0.58
189,1.0,geno_10_mt_5,merged,logit,0.6712167804195105,0.6215707121281453,0.63
190,1.0,geno_10_mt_5,merged,logit,0.635540888522213,0.61515669827739,0.61
191,1.0,geno_10_mt_5,merged,logit,0.6553913847846197,0.6280035875935168,0.6125
192,1.0,geno_10_mt_5,merged,logit,0.6710167754193855,0.6956362262060609,0.625
193,1.0,geno_10_mt_5,merged,logit,0.6764169104227606,0.6511775224802074,0.625
194,1.0,geno_10_mt_5,merged,logit,0.6754168854221354,0.6547572866085447,0.63
195,1.0,geno_10_mt_5,merged,logit,0.6058151453786345,0.6117908325939657,0.5725
196,1.0,geno_10_mt_5,merged,logit,0.6508662716567915,0.6301387191725414,0.5925
197,1.0,geno_10_mt_5,merged,logit,0.6808670216755419,0.6652183618333135,0.62
198,1.0,geno_10_mt_5,merged,logit,0.6103402585064627,0.6133932441706577,0.5675
199,1.0,geno_10_mt_5,merged,logit,0.651691292282307,0.6466065926883808,0.6125
200,1.0,geno_10_mt_5,merged,logit,0.6625165629140729,0.6507361538824414,0.6275
201,1.0,geno_10_mt_5,merged,logit,0.6722168054201355,0.6486630327704739,0.65
202,1.0,geno_10_mt_5,merged,logit,0.6344908622715567,0.6362562807191429,0.595
203,1.0,geno_10_mt_5,merged,logit,0.6918172954323858,0.7026400020016916,0.6525
204,1.0,geno_10_mt_5,merged,logit,0.6792919822995576,0.6826513745004558,0.63
205,1.0,geno_10_mt_5,merged,logit,0.6369159228980724,0.5916638469579059,0.615
206,1.0,geno_10_mt_5,merged,logit,0.6589414735368384,0.6299676810202317,0.61
207,1.0,geno_10_mt_5,merged,logit,0.6685667141678542,0.6536356789381125,0.6225
208,1.0,geno_10_mt_5,merged,logit,0.6496412410310257,0.6397642503899744,0.6125
209,1.0,geno_10_mt_5,merged,logit,0.6953173829345733,0.6618212442921496,0.63
210,1.0,geno_10_mt_5,merged,logit,0.6177654441361033,0.6155306176087199,0.5875
211,1.0,geno_10_mt_5,merged,logit,0.6129403235080877,0.576626148783959,0.57
212,1.0,geno_10_mt_5,merged,logit,0.6831170779269482,0.665422738625781,0.6175
213,1.0,geno_10_mt_5,merged,logit,0.5999399984999625,0.5726991052228825,0.59
214,1.0,geno_10_mt_5,merged,logit,0.6347158678966973,0.6290429566340582,0.585
215,1.0,geno_10_mt_5,merged,logit,0.6761169029225731,0.6491270253264898,0.62
216,1.0,geno_10_mt_5,merged,logit,0.6442661066526663,0.6457239075379271,0.61
217,1.0,geno_10_mt_5,merged,logit,0.6735418385459636,0.6369226928229689,0.635
218,1.0,geno_10_mt_5,merged,logit,0.6431160779019475,0.6510812386678864,0.595
219,1.0,geno_10_mt_5,merged,logit,0.6563164079101976,0.6626024937071977,0.61
220,1.0,geno_10_mt_5,merged,logit,0.6626165654141354,0.6610952558783469,0.6225
221,1.0,geno_10_mt_5,merged,logit,0.6474161854046351,0.6561352248928374,0.61
222,1.0,geno_10_mt_5,merged,logit,0.6727668191704792,0.6774520446159493,0.6225
223,1.0,geno_10_mt_5,merged,logit,0.6369909247731194,0.63850137282048,0.61
224,1.0,geno_10_mt_5,merged,logit,0.649891247281182,0.6314385826568685,0.6075
225,1.0,geno_10_mt_5,merged,logit,0.659041476036901,0.6352383287172934,0.6075
226,1.0,geno_10_mt_5,merged,logit,0.6488412210305257,0.6420727609256905,0.61
227,1.0,geno_10_mt_5,merged,logit,0.6566914172854322,0.616268935725578,0.625
228,1.0,geno_10_mt_5,merged,logit,0.671316782919573,0.641280651865469,0.6325
229,1.0,geno_10_mt_5,merged,logit,0.68059201480037,0.6620380499144303,0.645
230,1.0,geno_10_mt_5,merged,logit,0.6758168954223855,0.6627064173529589,0.655
231,1.0,geno_10_mt_5,merged,logit,0.6680917022925574,0.6473252333917325,0.6075
232,1.0,geno_10_mt_5,merged,logit,0.6227405685142129,0.6112534568012291,0.5725
233,1.0,geno_10_mt_5,merged,logit,0.6816670416760419,0.64735528641761,0.625
234,1.0,geno_10_mt_5,merged,logit,0.6012650316257906,0.6022645642547813,0.56
235,1.0,geno_10_mt_5,merged,logit,0.6683917097927449,0.6545512976417908,0.62
236,1.0,geno_10_mt_5,merged,logit,0.6637915947898698,0.6715731649581895,0.6225
237,1.0,geno_10_mt_5,merged,logit,0.6522663066576664,0.6564351126805466,0.62
238,1.0,geno_10_mt_5,merged,logit,0.6609915247881197,0.6536304902011636,0.605
239,1.0,geno_10_mt_5,merged,logit,0.657041426035651,0.6415155122436056,0.605
240,1.0,geno_10_mt_5,merged,logit,0.6716167904197605,0.6512716159432965,0.65
241,1.0,geno_10_mt_5,merged,logit,0.6288407210180254,0.6046368157735,0.5975
242,1.0,geno_10_mt_5,merged,logit,0.6265156628915723,0.5997266201624347,0.5825
243,1.0,geno_10_mt_5,merged,logit,0.6443661091527288,0.6479754176029437,0.595
244,1.0,geno_10_mt_5,merged,logit,0.6407160179004475,0.6160391638328683,0.6075
245,1.0,geno_10_mt_5,merged,logit,0.6406410160254006,0.6194269685562828,0.6025
246,1.0,geno_10_mt_5,merged,logit,0.6881422035550888,0.6959201338130403,0.62
247,1.0,geno_10_mt_5,merged,logit,0.7117177929448235,0.6895533075941497,0.6725
248,1.0,geno_10_mt_5,merged,logit,0.6369409235230881,0.6342499228942503,0.59
249,1.0,geno_10_mt_5,merged,logit,0.5921898047451186,0.59608674339882,0.55
250,1.0,geno_10_mt_5,mt,logit,0.6610915272881822,0.6799184436765765,0.62
251,1.0,geno_10_mt_5,mt,logit,0.6336908422710568,0.6003266847607925,0.61
252,1.0,geno_10_mt_5,mt,logit,0.6350658766469162,0.615708802585023,0.59
253,1.0,geno_10_mt_5,mt,logit,0.6115652891322283,0.609007291838823,0.59
254,1.0,geno_10_mt_5,mt,logit,0.6188654716367908,0.6262756982603992,0.5925
255,1.0,geno_10_mt_5,mt,logit,0.5915147878696968,0.6013759942585722,0.5525
256,1.0,geno_10_mt_5,mt,logit,0.6486412160304007,0.6381430141000772,0.5825
257,1.0,geno_10_mt_5,mt,logit,0.5980899522488062,0.5844453151698625,0.59
258,1.0,geno_10_mt_5,mt,logit,0.596764919122978,0.6382306290288885,0.56
259,1.0,geno_10_mt_5,mt,logit,0.6507412685317132,0.6439673683398939,0.6175
260,1.0,geno_10_mt_5,mt,logit,0.6238405960149004,0.6287841447489692,0.6075
261,1.0,geno_10_mt_5,mt,logit,0.5685892147303683,0.5713423207954607,0.535
262,1.0,geno_10_mt_5,mt,logit,0.6095402385059626,0.6060278140125321,0.57
263,1.0,geno_10_mt_5,mt,logit,0.6530913272831821,0.6485459710494782,0.595
264,1.0,geno_10_mt_5,mt,logit,0.6291657291432285,0.6468783377788752,0.5875
265,1.0,geno_10_mt_5,mt,logit,0.592764819120478,0.6190558287507324,0.5725
266,1.0,geno_10_mt_5,mt,logit,0.6503162579064476,0.6466371779893669,0.595
267,1.0,geno_10_mt_5,mt,logit,0.6105652641316033,0.6188153807660718,0.56
268,1.0,geno_10_mt_5,mt,logit,0.6256906422660566,0.5949645082424131,0.5975
269,1.0,geno_10_mt_5,mt,logit,0.6238405960149004,0.6173744555338447,0.58
270,1.0,geno_10_mt_5,mt,logit,0.6405160129003225,0.6258430159409398,0.6
271,1.0,geno_10_mt_5,mt,logit,0.5783644591114777,0.5663768022758446,0.555
272,1.0,geno_10_mt_5,mt,logit,0.634140853521338,0.623934372068129,0.5975
273,1.0,geno_10_mt_5,mt,logit,0.6044651116277907,0.5954947569404578,0.5725
274,1.0,geno_10_mt_5,mt,logit,0.6700917522938074,0.6798287379195194,0.6325
275,1.0,geno_10_mt_5,mt,logit,0.5740393509837746,0.5615543456000582,0.54
276,1.0,geno_10_mt_5,mt,logit,0.6437910947773695,0.6576330452832317,0.5975
277,1.0,geno_10_mt_5,mt,logit,0.6201405035125878,0.612677078458889,0.57
278,1.0,geno_10_mt_5,mt,logit,0.603715092877322,0.6353044429119472,0.57
279,1.0,geno_10_mt_5,mt,logit,0.5508137703442586,0.5819453173084106,0.5325
280,1.0,geno_10_mt_5,mt,logit,0.5846396159903998,0.5859445656877228,0.56
281,1.0,geno_10_mt_5,mt,logit,0.6035900897522438,0.6012188993618364,0.56
282,1.0,geno_10_mt_5,mt,logit,0.569339233480837,0.5917593690093212,0.5225
283,1.0,geno_10_mt_5,mt,logit,0.6457411435285882,0.629006948604439,0.5925
284,1.0,geno_10_mt_5,mt,logit,0.637815945398635,0.6396748637816352,0.58
285,1.0,geno_10_mt_5,mt,logit,0.5662641566039152,0.5717274791215328,0.5325
286,1.0,geno_10_mt_5,mt,logit,0.5837895947398684,0.5806408032516814,0.5475
287,1.0,geno_10_mt_5,mt,logit,0.6634415860396511,0.6362581951664223,0.62
288,1.0,geno_10_mt_5,mt,logit,0.6849921248031201,0.6587032250971577,0.6425
289,1.0,geno_10_mt_5,mt,logit,0.5988149703742593,0.6312082287687028,0.565
290,1.0,geno_10_mt_5,mt,logit,0.6259156478911972,0.6027866279451461,0.5775
291,1.0,geno_10_mt_5,mt,logit,0.6231905797644941,0.6511935620881097,0.585
292,1.0,geno_10_mt_5,mt,logit,0.6549663741593541,0.6424701498729265,0.62
293,1.0,geno_10_mt_5,mt,logit,0.5750893772344309,0.5892144609871122,0.57
294,1.0,geno_10_mt_5,mt,logit,0.6409660241506038,0.651863976220352,0.6175
295,1.0,geno_10_mt_5,mt,logit,0.6432660816520412,0.6648727758595253,0.6125
296,1.0,geno_10_mt_5,mt,logit,0.6097402435060877,0.6278575436164513,0.555
297,1.0,geno_10_mt_5,mt,logit,0.677516937923448,0.6955131773617664,0.64
298,1.0,geno_10_mt_5,mt,logit,0.621665541638541,0.632746677676058,0.58
299,1.0,geno_10_mt_5,mt,logit,0.604040101002525,0.5987530719038381,0.56
300,1.0,geno_10_mt_5,mt,logit,0.712692817320433,0.72520745089625,0.67
301,1.0,geno_10_mt_5,mt,logit,0.6568414210355259,0.6398431628663258,0.585
302,1.0,geno_10_mt_5,mt,logit,0.6241906047651191,0.610540314684728,0.585
303,1.0,geno_10_mt_5,mt,logit,0.6419910497762444,0.6758421221454438,0.5875
304,1.0,geno_10_mt_5,mt,logit,0.6656166404160104,0.6624331583275574,0.6175
305,1.0,geno_10_mt_5,mt,logit,0.5939398484962124,0.6193165787350702,0.56
306,1.0,geno_10_mt_5,mt,logit,0.6393909847746193,0.6270264149263929,0.5875
307,1.0,geno_10_mt_5,mt,logit,0.5819895497387435,0.5689146123262563,0.565
308,1.0,geno_10_mt_5,mt,logit,0.6064901622540564,0.6108816553836912,0.565
309,1.0,geno_10_mt_5,mt,logit,0.6355658891472287,0.666430411396502,0.5675
310,1.0,geno_10_mt_5,mt,logit,0.6465411635290881,0.6374599524695117,0.595
311,1.0,geno_10_mt_5,mt,logit,0.6049651241281032,0.6027204963940171,0.575
312,1.0,geno_10_mt_5,mt,logit,0.5858146453661341,0.5809859052204231,0.5325
