AVG	SEARCHED
21.25	_EPS_0.038_Samp_25
20.75	_EPS_0.038_Samp_27
19.0	_EPS_0.038_Samp_29
18.75	_EPS_0.038_Samp_31
18.75	_EPS_0.038_Samp_33
17.75	_EPS_0.038_Samp_35
17.75	_EPS_0.038_Samp_37
17.75	_EPS_0.038_Samp_39
17.0	_EPS_0.038_Samp_41
16.25	_EPS_0.038_Samp_43
16.5	_EPS_0.038_Samp_45
16.25	_EPS_0.038_Samp_47
16.25	_EPS_0.038_Samp_49
15.75	_EPS_0.038_Samp_51
15.0	_EPS_0.038_Samp_53
14.75	_EPS_0.038_Samp_55
14.5	_EPS_0.038_Samp_57
14.0	_EPS_0.038_Samp_59
13.75	_EPS_0.038_Samp_61
13.75	_EPS_0.038_Samp_63
13.25	_EPS_0.038_Samp_65
13.0	_EPS_0.038_Samp_67
13.0	_EPS_0.038_Samp_69
13.0	_EPS_0.038_Samp_71
12.5	_EPS_0.038_Samp_73
12.5	_EPS_0.038_Samp_75
12.5	_EPS_0.038_Samp_77
12.25	_EPS_0.038_Samp_79
12.25	_EPS_0.038_Samp_81
11.75	_EPS_0.038_Samp_83
11.75	_EPS_0.038_Samp_85
11.25	_EPS_0.038_Samp_87
11.25	_EPS_0.038_Samp_89
11.25	_EPS_0.038_Samp_91
11.25	_EPS_0.038_Samp_93
10.75	_EPS_0.038_Samp_95
10.75	_EPS_0.038_Samp_97
10.5	_EPS_0.038_Samp_99
10.25	_EPS_0.038_Samp_101
10.25	_EPS_0.038_Samp_103
10.0	_EPS_0.038_Samp_105
9.75	_EPS_0.038_Samp_107
9.5	_EPS_0.038_Samp_109
9.5	_EPS_0.038_Samp_111
9.5	_EPS_0.038_Samp_113
9.5	_EPS_0.038_Samp_115
9.5	_EPS_0.038_Samp_117
9.5	_EPS_0.038_Samp_119
9.5	_EPS_0.038_Samp_121
9.5	_EPS_0.038_Samp_123
9.75	_EPS_0.038_Samp_125
10.0	_EPS_0.038_Samp_127
9.75	_EPS_0.038_Samp_129
9.75	_EPS_0.038_Samp_131
9.75	_EPS_0.038_Samp_133
9.75	_EPS_0.038_Samp_135
9.75	_EPS_0.038_Samp_137
9.5	_EPS_0.038_Samp_139
9.25	_EPS_0.038_Samp_141
9.25	_EPS_0.038_Samp_143
9.5	_EPS_0.038_Samp_145
9.25	_EPS_0.038_Samp_147
9.25	_EPS_0.038_Samp_149
9.25	_EPS_0.038_Samp_151
9.0	_EPS_0.038_Samp_153
9.0	_EPS_0.038_Samp_155
9.0	_EPS_0.038_Samp_157
9.0	_EPS_0.038_Samp_159
9.0	_EPS_0.038_Samp_161
24.916666666666668	_EPS_0.04_Samp_3
19.583333333333332	_EPS_0.04_Samp_5
16.541666666666668	_EPS_0.04_Samp_7
14.833333333333334	_EPS_0.04_Samp_9
12.833333333333334	_EPS_0.04_Samp_11
12.541666666666666	_EPS_0.04_Samp_13
11.625	_EPS_0.04_Samp_15
22.0	_EPS_0.04_Samp_17
21.0	_EPS_0.04_Samp_19
20.5	_EPS_0.04_Samp_21
19.75	_EPS_0.04_Samp_23
19.75	_EPS_0.04_Samp_25
19.75	_EPS_0.04_Samp_27
19.0	_EPS_0.04_Samp_29
18.0	_EPS_0.04_Samp_31
17.75	_EPS_0.04_Samp_33
17.5	_EPS_0.04_Samp_35
17.25	_EPS_0.04_Samp_37
17.0	_EPS_0.04_Samp_39
16.25	_EPS_0.04_Samp_41
15.5	_EPS_0.04_Samp_43
15.0	_EPS_0.04_Samp_45
15.25	_EPS_0.04_Samp_47
15.5	_EPS_0.04_Samp_49
15.5	_EPS_0.04_Samp_51
15.0	_EPS_0.04_Samp_53
15.0	_EPS_0.04_Samp_55
14.25	_EPS_0.04_Samp_57
13.75	_EPS_0.04_Samp_59
13.75	_EPS_0.04_Samp_61
13.5	_EPS_0.04_Samp_63
13.25	_EPS_0.04_Samp_65
13.25	_EPS_0.04_Samp_67
13.0	_EPS_0.04_Samp_69
13.0	_EPS_0.04_Samp_71
12.75	_EPS_0.04_Samp_73
12.5	_EPS_0.04_Samp_75
12.5	_EPS_0.04_Samp_77
12.25	_EPS_0.04_Samp_79
12.25	_EPS_0.04_Samp_81
12.0	_EPS_0.04_Samp_83
12.0	_EPS_0.04_Samp_85
11.75	_EPS_0.04_Samp_87
11.5	_EPS_0.04_Samp_89
11.5	_EPS_0.04_Samp_91
11.25	_EPS_0.04_Samp_93
11.0	_EPS_0.04_Samp_95
11.0	_EPS_0.04_Samp_97
10.75	_EPS_0.04_Samp_99
10.5	_EPS_0.04_Samp_101
10.25	_EPS_0.04_Samp_103
10.25	_EPS_0.04_Samp_105
10.0	_EPS_0.04_Samp_107
9.75	_EPS_0.04_Samp_109
9.5	_EPS_0.04_Samp_111
9.5	_EPS_0.04_Samp_113
9.5	_EPS_0.04_Samp_115
9.5	_EPS_0.04_Samp_117
9.5	_EPS_0.04_Samp_119
9.5	_EPS_0.04_Samp_121
9.5	_EPS_0.04_Samp_123
9.5	_EPS_0.04_Samp_125
9.5	_EPS_0.04_Samp_127
9.75	_EPS_0.04_Samp_129
9.75	_EPS_0.04_Samp_131
9.75	_EPS_0.04_Samp_133
9.75	_EPS_0.04_Samp_135
9.75	_EPS_0.04_Samp_137
9.75	_EPS_0.04_Samp_139
9.75	_EPS_0.04_Samp_141
9.5	_EPS_0.04_Samp_143
9.5	_EPS_0.04_Samp_145
9.25	_EPS_0.04_Samp_147
9.25	_EPS_0.04_Samp_149
9.25	_EPS_0.04_Samp_151
9.25	_EPS_0.04_Samp_153
9.0	_EPS_0.04_Samp_155
9.0	_EPS_0.04_Samp_157
9.0	_EPS_0.04_Samp_159
9.0	_EPS_0.04_Samp_161
24.25	_EPS_0.042_Samp_3
19.333333333333332	_EPS_0.042_Samp_5
16.083333333333332	_EPS_0.042_Samp_7
14.833333333333334	_EPS_0.042_Samp_9
12.875	_EPS_0.042_Samp_11
12.166666666666666	_EPS_0.042_Samp_13
11.458333333333334	_EPS_0.042_Samp_15
22.25	_EPS_0.042_Samp_17
20.75	_EPS_0.042_Samp_19
19.75	_EPS_0.042_Samp_21
19.0	_EPS_0.042_Samp_23
18.5	_EPS_0.042_Samp_25
18.0	_EPS_0.042_Samp_27
18.25	_EPS_0.042_Samp_29
17.25	_EPS_0.042_Samp_31
17.25	_EPS_0.042_Samp_33
17.0	_EPS_0.042_Samp_35
16.5	_EPS_0.042_Samp_37
16.75	_EPS_0.042_Samp_39
16.25	_EPS_0.042_Samp_41
16.0	_EPS_0.042_Samp_43
15.5	_EPS_0.042_Samp_45
15.5	_EPS_0.042_Samp_47
15.75	_EPS_0.042_Samp_49
15.5	_EPS_0.042_Samp_51
14.75	_EPS_0.042_Samp_53
14.5	_EPS_0.042_Samp_55
14.25	_EPS_0.042_Samp_57
14.25	_EPS_0.042_Samp_59
13.75	_EPS_0.042_Samp_61
13.25	_EPS_0.042_Samp_63
13.25	_EPS_0.042_Samp_65
13.0	_EPS_0.042_Samp_67
12.5	_EPS_0.042_Samp_69
12.5	_EPS_0.042_Samp_71
12.25	_EPS_0.042_Samp_73
12.25	_EPS_0.042_Samp_75
12.25	_EPS_0.042_Samp_77
12.5	_EPS_0.042_Samp_79
12.5	_EPS_0.042_Samp_81
11.75	_EPS_0.042_Samp_83
11.75	_EPS_0.042_Samp_85
11.5	_EPS_0.042_Samp_87
11.75	_EPS_0.042_Samp_89
11.75	_EPS_0.042_Samp_91
11.5	_EPS_0.042_Samp_93
11.25	_EPS_0.042_Samp_95
11.25	_EPS_0.042_Samp_97
11.0	_EPS_0.042_Samp_99
10.75	_EPS_0.042_Samp_101
10.75	_EPS_0.042_Samp_103
10.75	_EPS_0.042_Samp_105
10.5	_EPS_0.042_Samp_107
10.0	_EPS_0.042_Samp_109
9.75	_EPS_0.042_Samp_111
9.75	_EPS_0.042_Samp_113
9.75	_EPS_0.042_Samp_115
9.75	_EPS_0.042_Samp_117
9.75	_EPS_0.042_Samp_119
9.75	_EPS_0.042_Samp_121
9.75	_EPS_0.042_Samp_123
9.75	_EPS_0.042_Samp_125
9.5	_EPS_0.042_Samp_127
9.75	_EPS_0.042_Samp_129
9.5	_EPS_0.042_Samp_131
9.5	_EPS_0.042_Samp_133
9.5	_EPS_0.042_Samp_135
9.5	_EPS_0.042_Samp_137
9.5	_EPS_0.042_Samp_139
9.5	_EPS_0.042_Samp_141
9.5	_EPS_0.042_Samp_143
9.5	_EPS_0.042_Samp_145
9.25	_EPS_0.042_Samp_147
9.25	_EPS_0.042_Samp_149
9.25	_EPS_0.042_Samp_151
9.0	_EPS_0.042_Samp_153
9.0	_EPS_0.042_Samp_155
9.0	_EPS_0.042_Samp_157
8.75	_EPS_0.042_Samp_159
8.75	_EPS_0.042_Samp_161
24.25	_EPS_0.044_Samp_3
19.458333333333332	_EPS_0.044_Samp_5
15.958333333333334	_EPS_0.044_Samp_7
14.583333333333334	_EPS_0.044_Samp_9
12.916666666666666	_EPS_0.044_Samp_11
12.125	_EPS_0.044_Samp_13
11.458333333333334	_EPS_0.044_Samp_15
21.75	_EPS_0.044_Samp_17
20.75	_EPS_0.044_Samp_19
19.25	_EPS_0.044_Samp_21
18.5	_EPS_0.044_Samp_23
18.0	_EPS_0.044_Samp_25
17.75	_EPS_0.044_Samp_27
17.75	_EPS_0.044_Samp_29
17.5	_EPS_0.044_Samp_31
17.0	_EPS_0.044_Samp_33
17.25	_EPS_0.044_Samp_35
16.75	_EPS_0.044_Samp_37
16.5	_EPS_0.044_Samp_39
16.25	_EPS_0.044_Samp_41
16.0	_EPS_0.044_Samp_43
16.0	_EPS_0.044_Samp_45
15.75	_EPS_0.044_Samp_47
15.5	_EPS_0.044_Samp_49
15.5	_EPS_0.044_Samp_51
15.0	_EPS_0.044_Samp_53
14.75	_EPS_0.044_Samp_55
14.25	_EPS_0.044_Samp_57
14.25	_EPS_0.044_Samp_59
14.25	_EPS_0.044_Samp_61
13.5	_EPS_0.044_Samp_63
13.0	_EPS_0.044_Samp_65
13.0	_EPS_0.044_Samp_67
12.5	_EPS_0.044_Samp_69
12.25	_EPS_0.044_Samp_71
12.25	_EPS_0.044_Samp_73
12.0	_EPS_0.044_Samp_75
12.0	_EPS_0.044_Samp_77
12.0	_EPS_0.044_Samp_79
12.0	_EPS_0.044_Samp_81
11.75	_EPS_0.044_Samp_83
11.75	_EPS_0.044_Samp_85
11.5	_EPS_0.044_Samp_87
11.5	_EPS_0.044_Samp_89
11.25	_EPS_0.044_Samp_91
11.25	_EPS_0.044_Samp_93
11.0	_EPS_0.044_Samp_95
11.0	_EPS_0.044_Samp_97
11.25	_EPS_0.044_Samp_99
10.75	_EPS_0.044_Samp_101
10.5	_EPS_0.044_Samp_103
10.5	_EPS_0.044_Samp_105
10.5	_EPS_0.044_Samp_107
10.25	_EPS_0.044_Samp_109
10.0	_EPS_0.044_Samp_111
10.0	_EPS_0.044_Samp_113
10.0	_EPS_0.044_Samp_115
9.5	_EPS_0.044_Samp_117
9.5	_EPS_0.044_Samp_119
9.5	_EPS_0.044_Samp_121
9.5	_EPS_0.044_Samp_123
9.5	_EPS_0.044_Samp_125
9.75	_EPS_0.044_Samp_127
9.5	_EPS_0.044_Samp_129
9.25	_EPS_0.044_Samp_131
9.5	_EPS_0.044_Samp_133
9.5	_EPS_0.044_Samp_135
9.5	_EPS_0.044_Samp_137
9.5	_EPS_0.044_Samp_139
9.5	_EPS_0.044_Samp_141
9.5	_EPS_0.044_Samp_143
9.5	_EPS_0.044_Samp_145
9.25	_EPS_0.044_Samp_147
9.25	_EPS_0.044_Samp_149
9.25	_EPS_0.044_Samp_151
9.0	_EPS_0.044_Samp_153
9.0	_EPS_0.044_Samp_155
9.0	_EPS_0.044_Samp_157
9.0	_EPS_0.044_Samp_159
9.0	_EPS_0.044_Samp_161
23.333333333333332	_EPS_0.046_Samp_3
19.333333333333332	_EPS_0.046_Samp_5
16.041666666666668	_EPS_0.046_Samp_7
14.541666666666666	_EPS_0.046_Samp_9
12.75	_EPS_0.046_Samp_11
11.708333333333334	_EPS_0.046_Samp_13
10.958333333333334	_EPS_0.046_Samp_15
21.0	_EPS_0.046_Samp_17
20.75	_EPS_0.046_Samp_19
18.75	_EPS_0.046_Samp_21
18.5	_EPS_0.046_Samp_23
17.25	_EPS_0.046_Samp_25
16.75	_EPS_0.046_Samp_27
17.0	_EPS_0.046_Samp_29
16.75	_EPS_0.046_Samp_31
16.25	_EPS_0.046_Samp_33
16.5	_EPS_0.046_Samp_35
16.0	_EPS_0.046_Samp_37
16.25	_EPS_0.046_Samp_39
15.5	_EPS_0.046_Samp_41
15.5	_EPS_0.046_Samp_43
15.5	_EPS_0.046_Samp_45
15.5	_EPS_0.046_Samp_47
15.5	_EPS_0.046_Samp_49
15.0	_EPS_0.046_Samp_51
14.5	_EPS_0.046_Samp_53
14.75	_EPS_0.046_Samp_55
15.0	_EPS_0.046_Samp_57
14.5	_EPS_0.046_Samp_59
14.0	_EPS_0.046_Samp_61
13.75	_EPS_0.046_Samp_63
13.0	_EPS_0.046_Samp_65
13.0	_EPS_0.046_Samp_67
12.75	_EPS_0.046_Samp_69
12.5	_EPS_0.046_Samp_71
12.5	_EPS_0.046_Samp_73
12.5	_EPS_0.046_Samp_75
12.25	_EPS_0.046_Samp_77
12.25	_EPS_0.046_Samp_79
12.25	_EPS_0.046_Samp_81
12.0	_EPS_0.046_Samp_83
12.0	_EPS_0.046_Samp_85
11.5	_EPS_0.046_Samp_87
11.5	_EPS_0.046_Samp_89
11.5	_EPS_0.046_Samp_91
11.25	_EPS_0.046_Samp_93
11.0	_EPS_0.046_Samp_95
11.0	_EPS_0.046_Samp_97
11.25	_EPS_0.046_Samp_99
10.75	_EPS_0.046_Samp_101
10.75	_EPS_0.046_Samp_103
10.5	_EPS_0.046_Samp_105
10.25	_EPS_0.046_Samp_107
10.25	_EPS_0.046_Samp_109
10.0	_EPS_0.046_Samp_111
9.75	_EPS_0.046_Samp_113
9.75	_EPS_0.046_Samp_115
9.5	_EPS_0.046_Samp_117
9.5	_EPS_0.046_Samp_119
9.5	_EPS_0.046_Samp_121
9.5	_EPS_0.046_Samp_123
9.5	_EPS_0.046_Samp_125
9.5	_EPS_0.046_Samp_127
9.25	_EPS_0.046_Samp_129
9.25	_EPS_0.046_Samp_131
9.0	_EPS_0.046_Samp_133
9.0	_EPS_0.046_Samp_135
9.0	_EPS_0.046_Samp_137
9.0	_EPS_0.046_Samp_139
9.0	_EPS_0.046_Samp_141
9.0	_EPS_0.046_Samp_143
9.0	_EPS_0.046_Samp_145
8.75	_EPS_0.046_Samp_147
8.75	_EPS_0.046_Samp_149
8.75	_EPS_0.046_Samp_151
8.5	_EPS_0.046_Samp_153
8.5	_EPS_0.046_Samp_155
8.5	_EPS_0.046_Samp_157
8.5	_EPS_0.046_Samp_159
8.5	_EPS_0.046_Samp_161
22.541666666666668	_EPS_0.048_Samp_3
18.208333333333332	_EPS_0.048_Samp_5
15.291666666666666	_EPS_0.048_Samp_7
14.25	_EPS_0.048_Samp_9
12.791666666666666	_EPS_0.048_Samp_11
11.625	_EPS_0.048_Samp_13
10.75	_EPS_0.048_Samp_15
20.0	_EPS_0.048_Samp_17
19.75	_EPS_0.048_Samp_19
17.75	_EPS_0.048_Samp_21
17.75	_EPS_0.048_Samp_23
17.0	_EPS_0.048_Samp_25
16.75	_EPS_0.048_Samp_27
16.5	_EPS_0.048_Samp_29
16.0	_EPS_0.048_Samp_31
15.25	_EPS_0.048_Samp_33
15.5	_EPS_0.048_Samp_35
15.5	_EPS_0.048_Samp_37
15.75	_EPS_0.048_Samp_39
14.5	_EPS_0.048_Samp_41
14.0	_EPS_0.048_Samp_43
14.5	_EPS_0.048_Samp_45
14.5	_EPS_0.048_Samp_47
14.25	_EPS_0.048_Samp_49
14.0	_EPS_0.048_Samp_51
13.75	_EPS_0.048_Samp_53
13.5	_EPS_0.048_Samp_55
13.5	_EPS_0.048_Samp_57
13.25	_EPS_0.048_Samp_59
13.0	_EPS_0.048_Samp_61
12.5	_EPS_0.048_Samp_63
12.5	_EPS_0.048_Samp_65
12.25	_EPS_0.048_Samp_67
12.25	_EPS_0.048_Samp_69
12.0	_EPS_0.048_Samp_71
11.75	_EPS_0.048_Samp_73
11.75	_EPS_0.048_Samp_75
11.5	_EPS_0.048_Samp_77
11.5	_EPS_0.048_Samp_79
11.5	_EPS_0.048_Samp_81
11.5	_EPS_0.048_Samp_83
11.5	_EPS_0.048_Samp_85
11.0	_EPS_0.048_Samp_87
11.0	_EPS_0.048_Samp_89
11.0	_EPS_0.048_Samp_91
11.25	_EPS_0.048_Samp_93
10.75	_EPS_0.048_Samp_95
11.0	_EPS_0.048_Samp_97
11.0	_EPS_0.048_Samp_99
10.5	_EPS_0.048_Samp_101
10.5	_EPS_0.048_Samp_103
10.25	_EPS_0.048_Samp_105
10.25	_EPS_0.048_Samp_107
10.25	_EPS_0.048_Samp_109
10.0	_EPS_0.048_Samp_111
9.75	_EPS_0.048_Samp_113
10.0	_EPS_0.048_Samp_115
9.75	_EPS_0.048_Samp_117
10.0	_EPS_0.048_Samp_119
9.5	_EPS_0.048_Samp_121
9.5	_EPS_0.048_Samp_123
9.5	_EPS_0.048_Samp_125
9.5	_EPS_0.048_Samp_127
9.5	_EPS_0.048_Samp_129
9.5	_EPS_0.048_Samp_131
9.25	_EPS_0.048_Samp_133
9.0	_EPS_0.048_Samp_135
9.0	_EPS_0.048_Samp_137
9.0	_EPS_0.048_Samp_139
9.0	_EPS_0.048_Samp_141
9.0	_EPS_0.048_Samp_143
9.0	_EPS_0.048_Samp_145
8.75	_EPS_0.048_Samp_147
8.75	_EPS_0.048_Samp_149
8.75	_EPS_0.048_Samp_151
8.5	_EPS_0.048_Samp_153
8.5	_EPS_0.048_Samp_155
8.5	_EPS_0.048_Samp_157
8.5	_EPS_0.048_Samp_159
8.5	_EPS_0.048_Samp_161
21.583333333333332	_EPS_0.05_Samp_3
17.666666666666668	_EPS_0.05_Samp_5
15.291666666666666	_EPS_0.05_Samp_7
14.0	_EPS_0.05_Samp_9
12.458333333333334	_EPS_0.05_Samp_11
11.833333333333334	_EPS_0.05_Samp_13
10.791666666666666	_EPS_0.05_Samp_15
18.5	_EPS_0.05_Samp_17
18.5	_EPS_0.05_Samp_19
16.75	_EPS_0.05_Samp_21
16.25	_EPS_0.05_Samp_23
15.75	_EPS_0.05_Samp_25
15.5	_EPS_0.05_Samp_27
15.5	_EPS_0.05_Samp_29
15.0	_EPS_0.05_Samp_31
15.0	_EPS_0.05_Samp_33
15.0	_EPS_0.05_Samp_35
14.75	_EPS_0.05_Samp_37
14.75	_EPS_0.05_Samp_39
14.25	_EPS_0.05_Samp_41
13.75	_EPS_0.05_Samp_43
13.75	_EPS_0.05_Samp_45
14.0	_EPS_0.05_Samp_47
13.75	_EPS_0.05_Samp_49
13.5	_EPS_0.05_Samp_51
13.5	_EPS_0.05_Samp_53
13.5	_EPS_0.05_Samp_55
13.25	_EPS_0.05_Samp_57
13.0	_EPS_0.05_Samp_59
12.75	_EPS_0.05_Samp_61
12.5	_EPS_0.05_Samp_63
12.25	_EPS_0.05_Samp_65
12.25	_EPS_0.05_Samp_67
12.0	_EPS_0.05_Samp_69
12.25	_EPS_0.05_Samp_71
12.0	_EPS_0.05_Samp_73
12.0	_EPS_0.05_Samp_75
11.75	_EPS_0.05_Samp_77
11.75	_EPS_0.05_Samp_79
11.75	_EPS_0.05_Samp_81
11.75	_EPS_0.05_Samp_83
11.75	_EPS_0.05_Samp_85
11.5	_EPS_0.05_Samp_87
11.5	_EPS_0.05_Samp_89
11.25	_EPS_0.05_Samp_91
11.25	_EPS_0.05_Samp_93
11.0	_EPS_0.05_Samp_95
10.5	_EPS_0.05_Samp_97
10.75	_EPS_0.05_Samp_99
10.5	_EPS_0.05_Samp_101
10.25	_EPS_0.05_Samp_103
10.0	_EPS_0.05_Samp_105
10.0	_EPS_0.05_Samp_107
10.0	_EPS_0.05_Samp_109
9.75	_EPS_0.05_Samp_111
9.5	_EPS_0.05_Samp_113
9.75	_EPS_0.05_Samp_115
9.75	_EPS_0.05_Samp_117
9.5	_EPS_0.05_Samp_119
9.75	_EPS_0.05_Samp_121
9.5	_EPS_0.05_Samp_123
9.5	_EPS_0.05_Samp_125
9.5	_EPS_0.05_Samp_127
9.5	_EPS_0.05_Samp_129
9.5	_EPS_0.05_Samp_131
9.5	_EPS_0.05_Samp_133
9.5	_EPS_0.05_Samp_135
9.5	_EPS_0.05_Samp_137
9.5	_EPS_0.05_Samp_139
9.5	_EPS_0.05_Samp_141
9.25	_EPS_0.05_Samp_143
9.25	_EPS_0.05_Samp_145
9.0	_EPS_0.05_Samp_147
9.0	_EPS_0.05_Samp_149
9.0	_EPS_0.05_Samp_151
8.75	_EPS_0.05_Samp_153
8.75	_EPS_0.05_Samp_155
8.5	_EPS_0.05_Samp_157
8.5	_EPS_0.05_Samp_159
8.5	_EPS_0.05_Samp_161
21.083333333333332	_EPS_0.052_Samp_3
17.375	_EPS_0.052_Samp_5
14.625	_EPS_0.052_Samp_7
13.875	_EPS_0.052_Samp_9
12.5	_EPS_0.052_Samp_11
11.625	_EPS_0.052_Samp_13
10.583333333333334	_EPS_0.052_Samp_15
18.25	_EPS_0.052_Samp_17
18.25	_EPS_0.052_Samp_19
16.5	_EPS_0.052_Samp_21
16.25	_EPS_0.052_Samp_23
15.25	_EPS_0.052_Samp_25
15.0	_EPS_0.052_Samp_27
15.0	_EPS_0.052_Samp_29
14.5	_EPS_0.052_Samp_31
14.75	_EPS_0.052_Samp_33
14.75	_EPS_0.052_Samp_35
14.5	_EPS_0.052_Samp_37
14.5	_EPS_0.052_Samp_39
14.25	_EPS_0.052_Samp_41
13.5	_EPS_0.052_Samp_43
13.25	_EPS_0.052_Samp_45
13.25	_EPS_0.052_Samp_47
13.25	_EPS_0.052_Samp_49
13.25	_EPS_0.052_Samp_51
13.25	_EPS_0.052_Samp_53
13.5	_EPS_0.052_Samp_55
13.5	_EPS_0.052_Samp_57
13.0	_EPS_0.052_Samp_59
12.75	_EPS_0.052_Samp_61
12.25	_EPS_0.052_Samp_63
11.5	_EPS_0.052_Samp_65
11.75	_EPS_0.052_Samp_67
11.5	_EPS_0.052_Samp_69
11.5	_EPS_0.052_Samp_71
11.25	_EPS_0.052_Samp_73
11.25	_EPS_0.052_Samp_75
11.25	_EPS_0.052_Samp_77
11.25	_EPS_0.052_Samp_79
11.5	_EPS_0.052_Samp_81
11.5	_EPS_0.052_Samp_83
11.5	_EPS_0.052_Samp_85
11.25	_EPS_0.052_Samp_87
11.25	_EPS_0.052_Samp_89
11.25	_EPS_0.052_Samp_91
11.25	_EPS_0.052_Samp_93
11.0	_EPS_0.052_Samp_95
10.75	_EPS_0.052_Samp_97
10.75	_EPS_0.052_Samp_99
10.5	_EPS_0.052_Samp_101
10.0	_EPS_0.052_Samp_103
9.75	_EPS_0.052_Samp_105
10.0	_EPS_0.052_Samp_107
10.0	_EPS_0.052_Samp_109
10.0	_EPS_0.052_Samp_111
9.75	_EPS_0.052_Samp_113
10.0	_EPS_0.052_Samp_115
10.0	_EPS_0.052_Samp_117
9.5	_EPS_0.052_Samp_119
9.5	_EPS_0.052_Samp_121
9.5	_EPS_0.052_Samp_123
9.5	_EPS_0.052_Samp_125
9.5	_EPS_0.052_Samp_127
9.5	_EPS_0.052_Samp_129
9.5	_EPS_0.052_Samp_131
9.5	_EPS_0.052_Samp_133
9.5	_EPS_0.052_Samp_135
9.25	_EPS_0.052_Samp_137
9.25	_EPS_0.052_Samp_139
9.25	_EPS_0.052_Samp_141
9.0	_EPS_0.052_Samp_143
9.0	_EPS_0.052_Samp_145
8.75	_EPS_0.052_Samp_147
8.75	_EPS_0.052_Samp_149
8.75	_EPS_0.052_Samp_151
8.5	_EPS_0.052_Samp_153
8.5	_EPS_0.052_Samp_155
8.5	_EPS_0.052_Samp_157
8.5	_EPS_0.052_Samp_159
8.5	_EPS_0.052_Samp_161
20.5	_EPS_0.054_Samp_3
16.833333333333332	_EPS_0.054_Samp_5
14.333333333333334	_EPS_0.054_Samp_7
13.708333333333334	_EPS_0.054_Samp_9
12.291666666666666	_EPS_0.054_Samp_11
11.458333333333334	_EPS_0.054_Samp_13
10.5	_EPS_0.054_Samp_15
17.75	_EPS_0.054_Samp_17
17.5	_EPS_0.054_Samp_19
15.75	_EPS_0.054_Samp_21
15.25	_EPS_0.054_Samp_23
14.25	_EPS_0.054_Samp_25
14.0	_EPS_0.054_Samp_27
14.75	_EPS_0.054_Samp_29
13.75	_EPS_0.054_Samp_31
14.25	_EPS_0.054_Samp_33
14.25	_EPS_0.054_Samp_35
14.0	_EPS_0.054_Samp_37
14.0	_EPS_0.054_Samp_39
13.75	_EPS_0.054_Samp_41
13.25	_EPS_0.054_Samp_43
13.25	_EPS_0.054_Samp_45
13.25	_EPS_0.054_Samp_47
13.25	_EPS_0.054_Samp_49
13.25	_EPS_0.054_Samp_51
13.0	_EPS_0.054_Samp_53
13.0	_EPS_0.054_Samp_55
12.75	_EPS_0.054_Samp_57
12.25	_EPS_0.054_Samp_59
12.0	_EPS_0.054_Samp_61
12.0	_EPS_0.054_Samp_63
11.75	_EPS_0.054_Samp_65
11.5	_EPS_0.054_Samp_67
11.0	_EPS_0.054_Samp_69
10.75	_EPS_0.054_Samp_71
10.75	_EPS_0.054_Samp_73
11.25	_EPS_0.054_Samp_75
11.25	_EPS_0.054_Samp_77
11.25	_EPS_0.054_Samp_79
11.25	_EPS_0.054_Samp_81
11.25	_EPS_0.054_Samp_83
11.25	_EPS_0.054_Samp_85
11.25	_EPS_0.054_Samp_87
11.25	_EPS_0.054_Samp_89
11.0	_EPS_0.054_Samp_91
11.25	_EPS_0.054_Samp_93
11.0	_EPS_0.054_Samp_95
10.75	_EPS_0.054_Samp_97
10.75	_EPS_0.054_Samp_99
10.5	_EPS_0.054_Samp_101
10.25	_EPS_0.054_Samp_103
9.75	_EPS_0.054_Samp_105
9.75	_EPS_0.054_Samp_107
9.75	_EPS_0.054_Samp_109
10.0	_EPS_0.054_Samp_111
9.75	_EPS_0.054_Samp_113
9.75	_EPS_0.054_Samp_115
10.0	_EPS_0.054_Samp_117
9.5	_EPS_0.054_Samp_119
9.5	_EPS_0.054_Samp_121
9.5	_EPS_0.054_Samp_123
9.5	_EPS_0.054_Samp_125
9.5	_EPS_0.054_Samp_127
9.5	_EPS_0.054_Samp_129
9.5	_EPS_0.054_Samp_131
9.5	_EPS_0.054_Samp_133
9.5	_EPS_0.054_Samp_135
9.25	_EPS_0.054_Samp_137
9.25	_EPS_0.054_Samp_139
9.25	_EPS_0.054_Samp_141
9.25	_EPS_0.054_Samp_143
9.0	_EPS_0.054_Samp_145
8.75	_EPS_0.054_Samp_147
8.75	_EPS_0.054_Samp_149
8.75	_EPS_0.054_Samp_151
8.5	_EPS_0.054_Samp_153
8.5	_EPS_0.054_Samp_155
8.5	_EPS_0.054_Samp_157
8.5	_EPS_0.054_Samp_159
8.5	_EPS_0.054_Samp_161
20.208333333333332	_EPS_0.056_Samp_3
16.375	_EPS_0.056_Samp_5
14.041666666666666	_EPS_0.056_Samp_7
13.208333333333334	_EPS_0.056_Samp_9
11.75	_EPS_0.056_Samp_11
11.125	_EPS_0.056_Samp_13
10.25	_EPS_0.056_Samp_15
17.25	_EPS_0.056_Samp_17
16.75	_EPS_0.056_Samp_19
15.25	_EPS_0.056_Samp_21
14.75	_EPS_0.056_Samp_23
14.0	_EPS_0.056_Samp_25
13.75	_EPS_0.056_Samp_27
14.5	_EPS_0.056_Samp_29
13.75	_EPS_0.056_Samp_31
14.25	_EPS_0.056_Samp_33
14.0	_EPS_0.056_Samp_35
13.5	_EPS_0.056_Samp_37
