AVG	SEARCHED
17.625	_EPS_0.02_Samp_11
16.166666666666668	_EPS_0.02_Samp_13
15.0	_EPS_0.02_Samp_15
38.25	_EPS_0.02_Samp_17
35.0	_EPS_0.02_Samp_19
32.25	_EPS_0.02_Samp_21
30.5	_EPS_0.02_Samp_23
29.25	_EPS_0.02_Samp_25
27.5	_EPS_0.02_Samp_27
27.0	_EPS_0.02_Samp_29
25.25	_EPS_0.02_Samp_31
24.75	_EPS_0.02_Samp_33
23.5	_EPS_0.02_Samp_35
22.25	_EPS_0.02_Samp_37
21.0	_EPS_0.02_Samp_39
19.5	_EPS_0.02_Samp_41
18.75	_EPS_0.02_Samp_43
18.25	_EPS_0.02_Samp_45
17.5	_EPS_0.02_Samp_47
17.0	_EPS_0.02_Samp_49
16.5	_EPS_0.02_Samp_51
16.0	_EPS_0.02_Samp_53
15.0	_EPS_0.02_Samp_55
14.75	_EPS_0.02_Samp_57
14.5	_EPS_0.02_Samp_59
14.5	_EPS_0.02_Samp_61
14.25	_EPS_0.02_Samp_63
14.25	_EPS_0.02_Samp_65
14.25	_EPS_0.02_Samp_67
14.5	_EPS_0.02_Samp_69
14.25	_EPS_0.02_Samp_71
14.0	_EPS_0.02_Samp_73
14.0	_EPS_0.02_Samp_75
13.5	_EPS_0.02_Samp_77
13.75	_EPS_0.02_Samp_79
13.75	_EPS_0.02_Samp_81
13.75	_EPS_0.02_Samp_83
13.75	_EPS_0.02_Samp_85
13.0	_EPS_0.02_Samp_87
13.0	_EPS_0.02_Samp_89
13.0	_EPS_0.02_Samp_91
13.0	_EPS_0.02_Samp_93
12.25	_EPS_0.02_Samp_95
12.25	_EPS_0.02_Samp_97
12.0	_EPS_0.02_Samp_99
11.75	_EPS_0.02_Samp_101
11.75	_EPS_0.02_Samp_103
11.5	_EPS_0.02_Samp_105
11.5	_EPS_0.02_Samp_107
11.25	_EPS_0.02_Samp_109
11.25	_EPS_0.02_Samp_111
11.25	_EPS_0.02_Samp_113
11.0	_EPS_0.02_Samp_115
11.0	_EPS_0.02_Samp_117
11.0	_EPS_0.02_Samp_119
10.75	_EPS_0.02_Samp_121
10.75	_EPS_0.02_Samp_123
10.75	_EPS_0.02_Samp_125
10.75	_EPS_0.02_Samp_127
10.75	_EPS_0.02_Samp_129
10.75	_EPS_0.02_Samp_131
10.5	_EPS_0.02_Samp_133
10.5	_EPS_0.02_Samp_135
10.25	_EPS_0.02_Samp_137
10.25	_EPS_0.02_Samp_139
10.5	_EPS_0.02_Samp_141
10.5	_EPS_0.02_Samp_143
10.5	_EPS_0.02_Samp_145
10.5	_EPS_0.02_Samp_147
10.5	_EPS_0.02_Samp_149
10.25	_EPS_0.02_Samp_151
10.25	_EPS_0.02_Samp_153
10.25	_EPS_0.02_Samp_155
9.75	_EPS_0.02_Samp_157
9.75	_EPS_0.02_Samp_159
9.75	_EPS_0.02_Samp_161
36.666666666666664	_EPS_0.022_Samp_3
25.791666666666668	_EPS_0.022_Samp_5
22.083333333333332	_EPS_0.022_Samp_7
19.5	_EPS_0.022_Samp_9
16.708333333333332	_EPS_0.022_Samp_11
15.333333333333334	_EPS_0.022_Samp_13
13.916666666666666	_EPS_0.022_Samp_15
35.25	_EPS_0.022_Samp_17
32.5	_EPS_0.022_Samp_19
30.0	_EPS_0.022_Samp_21
29.0	_EPS_0.022_Samp_23
28.25	_EPS_0.022_Samp_25
26.75	_EPS_0.022_Samp_27
26.0	_EPS_0.022_Samp_29
25.0	_EPS_0.022_Samp_31
24.0	_EPS_0.022_Samp_33
22.75	_EPS_0.022_Samp_35
22.0	_EPS_0.022_Samp_37
20.5	_EPS_0.022_Samp_39
19.25	_EPS_0.022_Samp_41
18.5	_EPS_0.022_Samp_43
17.75	_EPS_0.022_Samp_45
17.75	_EPS_0.022_Samp_47
16.75	_EPS_0.022_Samp_49
16.25	_EPS_0.022_Samp_51
16.0	_EPS_0.022_Samp_53
15.75	_EPS_0.022_Samp_55
15.0	_EPS_0.022_Samp_57
14.75	_EPS_0.022_Samp_59
14.75	_EPS_0.022_Samp_61
14.25	_EPS_0.022_Samp_63
14.0	_EPS_0.022_Samp_65
14.0	_EPS_0.022_Samp_67
14.0	_EPS_0.022_Samp_69
14.0	_EPS_0.022_Samp_71
14.0	_EPS_0.022_Samp_73
14.0	_EPS_0.022_Samp_75
13.25	_EPS_0.022_Samp_77
13.0	_EPS_0.022_Samp_79
12.75	_EPS_0.022_Samp_81
12.75	_EPS_0.022_Samp_83
12.75	_EPS_0.022_Samp_85
12.25	_EPS_0.022_Samp_87
12.25	_EPS_0.022_Samp_89
12.25	_EPS_0.022_Samp_91
12.25	_EPS_0.022_Samp_93
12.5	_EPS_0.022_Samp_95
12.0	_EPS_0.022_Samp_97
12.0	_EPS_0.022_Samp_99
11.25	_EPS_0.022_Samp_101
11.0	_EPS_0.022_Samp_103
11.0	_EPS_0.022_Samp_105
11.0	_EPS_0.022_Samp_107
11.0	_EPS_0.022_Samp_109
10.75	_EPS_0.022_Samp_111
10.75	_EPS_0.022_Samp_113
10.5	_EPS_0.022_Samp_115
10.25	_EPS_0.022_Samp_117
10.25	_EPS_0.022_Samp_119
10.0	_EPS_0.022_Samp_121
10.0	_EPS_0.022_Samp_123
10.0	_EPS_0.022_Samp_125
10.0	_EPS_0.022_Samp_127
10.0	_EPS_0.022_Samp_129
10.0	_EPS_0.022_Samp_131
10.0	_EPS_0.022_Samp_133
10.0	_EPS_0.022_Samp_135
9.75	_EPS_0.022_Samp_137
9.5	_EPS_0.022_Samp_139
9.5	_EPS_0.022_Samp_141
9.5	_EPS_0.022_Samp_143
9.5	_EPS_0.022_Samp_145
9.5	_EPS_0.022_Samp_147
9.5	_EPS_0.022_Samp_149
9.25	_EPS_0.022_Samp_151
9.0	_EPS_0.022_Samp_153
9.25	_EPS_0.022_Samp_155
9.25	_EPS_0.022_Samp_157
9.25	_EPS_0.022_Samp_159
9.25	_EPS_0.022_Samp_161
34.333333333333336	_EPS_0.024_Samp_3
24.375	_EPS_0.024_Samp_5
21.25	_EPS_0.024_Samp_7
18.708333333333332	_EPS_0.024_Samp_9
16.541666666666668	_EPS_0.024_Samp_11
14.708333333333334	_EPS_0.024_Samp_13
13.333333333333334	_EPS_0.024_Samp_15
33.75	_EPS_0.024_Samp_17
30.0	_EPS_0.024_Samp_19
28.75	_EPS_0.024_Samp_21
27.25	_EPS_0.024_Samp_23
25.5	_EPS_0.024_Samp_25
25.5	_EPS_0.024_Samp_27
24.0	_EPS_0.024_Samp_29
23.25	_EPS_0.024_Samp_31
23.25	_EPS_0.024_Samp_33
21.25	_EPS_0.024_Samp_35
20.5	_EPS_0.024_Samp_37
20.0	_EPS_0.024_Samp_39
18.75	_EPS_0.024_Samp_41
18.0	_EPS_0.024_Samp_43
17.5	_EPS_0.024_Samp_45
17.5	_EPS_0.024_Samp_47
16.75	_EPS_0.024_Samp_49
16.0	_EPS_0.024_Samp_51
15.5	_EPS_0.024_Samp_53
15.0	_EPS_0.024_Samp_55
14.75	_EPS_0.024_Samp_57
14.5	_EPS_0.024_Samp_59
14.25	_EPS_0.024_Samp_61
14.0	_EPS_0.024_Samp_63
13.75	_EPS_0.024_Samp_65
13.75	_EPS_0.024_Samp_67
13.75	_EPS_0.024_Samp_69
13.75	_EPS_0.024_Samp_71
14.0	_EPS_0.024_Samp_73
14.0	_EPS_0.024_Samp_75
13.5	_EPS_0.024_Samp_77
13.25	_EPS_0.024_Samp_79
13.0	_EPS_0.024_Samp_81
13.0	_EPS_0.024_Samp_83
13.25	_EPS_0.024_Samp_85
13.0	_EPS_0.024_Samp_87
13.0	_EPS_0.024_Samp_89
12.5	_EPS_0.024_Samp_91
12.25	_EPS_0.024_Samp_93
12.25	_EPS_0.024_Samp_95
12.0	_EPS_0.024_Samp_97
11.5	_EPS_0.024_Samp_99
11.0	_EPS_0.024_Samp_101
11.0	_EPS_0.024_Samp_103
11.0	_EPS_0.024_Samp_105
11.0	_EPS_0.024_Samp_107
11.0	_EPS_0.024_Samp_109
11.0	_EPS_0.024_Samp_111
10.75	_EPS_0.024_Samp_113
10.75	_EPS_0.024_Samp_115
10.75	_EPS_0.024_Samp_117
10.5	_EPS_0.024_Samp_119
10.25	_EPS_0.024_Samp_121
9.75	_EPS_0.024_Samp_123
9.75	_EPS_0.024_Samp_125
9.75	_EPS_0.024_Samp_127
9.75	_EPS_0.024_Samp_129
9.75	_EPS_0.024_Samp_131
9.75	_EPS_0.024_Samp_133
9.75	_EPS_0.024_Samp_135
9.75	_EPS_0.024_Samp_137
9.25	_EPS_0.024_Samp_139
9.25	_EPS_0.024_Samp_141
9.25	_EPS_0.024_Samp_143
9.25	_EPS_0.024_Samp_145
9.25	_EPS_0.024_Samp_147
9.25	_EPS_0.024_Samp_149
9.0	_EPS_0.024_Samp_151
8.75	_EPS_0.024_Samp_153
8.75	_EPS_0.024_Samp_155
8.75	_EPS_0.024_Samp_157
8.75	_EPS_0.024_Samp_159
8.75	_EPS_0.024_Samp_161
32.291666666666664	_EPS_0.026_Samp_3
23.583333333333332	_EPS_0.026_Samp_5
19.958333333333332	_EPS_0.026_Samp_7
18.125	_EPS_0.026_Samp_9
16.041666666666668	_EPS_0.026_Samp_11
14.291666666666666	_EPS_0.026_Samp_13
13.25	_EPS_0.026_Samp_15
33.0	_EPS_0.026_Samp_17
30.25	_EPS_0.026_Samp_19
28.5	_EPS_0.026_Samp_21
27.0	_EPS_0.026_Samp_23
25.75	_EPS_0.026_Samp_25
24.5	_EPS_0.026_Samp_27
22.25	_EPS_0.026_Samp_29
21.5	_EPS_0.026_Samp_31
21.25	_EPS_0.026_Samp_33
20.5	_EPS_0.026_Samp_35
20.25	_EPS_0.026_Samp_37
19.0	_EPS_0.026_Samp_39
18.25	_EPS_0.026_Samp_41
17.75	_EPS_0.026_Samp_43
17.5	_EPS_0.026_Samp_45
17.0	_EPS_0.026_Samp_47
16.25	_EPS_0.026_Samp_49
15.5	_EPS_0.026_Samp_51
15.0	_EPS_0.026_Samp_53
14.75	_EPS_0.026_Samp_55
15.25	_EPS_0.026_Samp_57
14.75	_EPS_0.026_Samp_59
14.25	_EPS_0.026_Samp_61
13.75	_EPS_0.026_Samp_63
13.75	_EPS_0.026_Samp_65
13.5	_EPS_0.026_Samp_67
13.5	_EPS_0.026_Samp_69
13.5	_EPS_0.026_Samp_71
13.25	_EPS_0.026_Samp_73
13.25	_EPS_0.026_Samp_75
12.5	_EPS_0.026_Samp_77
12.25	_EPS_0.026_Samp_79
12.75	_EPS_0.026_Samp_81
12.5	_EPS_0.026_Samp_83
12.5	_EPS_0.026_Samp_85
12.0	_EPS_0.026_Samp_87
12.25	_EPS_0.026_Samp_89
12.25	_EPS_0.026_Samp_91
12.0	_EPS_0.026_Samp_93
12.0	_EPS_0.026_Samp_95
11.5	_EPS_0.026_Samp_97
11.0	_EPS_0.026_Samp_99
10.75	_EPS_0.026_Samp_101
10.5	_EPS_0.026_Samp_103
10.5	_EPS_0.026_Samp_105
10.5	_EPS_0.026_Samp_107
10.5	_EPS_0.026_Samp_109
10.5	_EPS_0.026_Samp_111
10.5	_EPS_0.026_Samp_113
10.5	_EPS_0.026_Samp_115
10.5	_EPS_0.026_Samp_117
10.5	_EPS_0.026_Samp_119
10.25	_EPS_0.026_Samp_121
9.75	_EPS_0.026_Samp_123
10.0	_EPS_0.026_Samp_125
10.0	_EPS_0.026_Samp_127
9.75	_EPS_0.026_Samp_129
9.5	_EPS_0.026_Samp_131
9.5	_EPS_0.026_Samp_133
9.5	_EPS_0.026_Samp_135
9.5	_EPS_0.026_Samp_137
9.25	_EPS_0.026_Samp_139
9.25	_EPS_0.026_Samp_141
9.25	_EPS_0.026_Samp_143
9.25	_EPS_0.026_Samp_145
9.25	_EPS_0.026_Samp_147
9.25	_EPS_0.026_Samp_149
9.0	_EPS_0.026_Samp_151
8.75	_EPS_0.026_Samp_153
8.75	_EPS_0.026_Samp_155
8.75	_EPS_0.026_Samp_157
8.75	_EPS_0.026_Samp_159
8.75	_EPS_0.026_Samp_161
30.75	_EPS_0.028_Samp_3
22.666666666666668	_EPS_0.028_Samp_5
19.5	_EPS_0.028_Samp_7
17.583333333333332	_EPS_0.028_Samp_9
15.5	_EPS_0.028_Samp_11
14.125	_EPS_0.028_Samp_13
13.083333333333334	_EPS_0.028_Samp_15
31.5	_EPS_0.028_Samp_17
29.0	_EPS_0.028_Samp_19
27.25	_EPS_0.028_Samp_21
26.75	_EPS_0.028_Samp_23
25.5	_EPS_0.028_Samp_25
24.75	_EPS_0.028_Samp_27
22.5	_EPS_0.028_Samp_29
21.0	_EPS_0.028_Samp_31
20.5	_EPS_0.028_Samp_33
20.25	_EPS_0.028_Samp_35
19.5	_EPS_0.028_Samp_37
18.5	_EPS_0.028_Samp_39
17.5	_EPS_0.028_Samp_41
17.0	_EPS_0.028_Samp_43
16.75	_EPS_0.028_Samp_45
16.75	_EPS_0.028_Samp_47
16.5	_EPS_0.028_Samp_49
16.0	_EPS_0.028_Samp_51
14.75	_EPS_0.028_Samp_53
14.25	_EPS_0.028_Samp_55
14.25	_EPS_0.028_Samp_57
13.75	_EPS_0.028_Samp_59
13.25	_EPS_0.028_Samp_61
13.5	_EPS_0.028_Samp_63
13.5	_EPS_0.028_Samp_65
13.75	_EPS_0.028_Samp_67
13.5	_EPS_0.028_Samp_69
13.25	_EPS_0.028_Samp_71
13.0	_EPS_0.028_Samp_73
13.0	_EPS_0.028_Samp_75
12.5	_EPS_0.028_Samp_77
12.25	_EPS_0.028_Samp_79
12.0	_EPS_0.028_Samp_81
11.75	_EPS_0.028_Samp_83
11.75	_EPS_0.028_Samp_85
11.5	_EPS_0.028_Samp_87
11.75	_EPS_0.028_Samp_89
12.0	_EPS_0.028_Samp_91
11.75	_EPS_0.028_Samp_93
11.75	_EPS_0.028_Samp_95
11.5	_EPS_0.028_Samp_97
11.0	_EPS_0.028_Samp_99
10.5	_EPS_0.028_Samp_101
10.5	_EPS_0.028_Samp_103
10.25	_EPS_0.028_Samp_105
10.25	_EPS_0.028_Samp_107
10.25	_EPS_0.028_Samp_109
10.25	_EPS_0.028_Samp_111
10.25	_EPS_0.028_Samp_113
10.25	_EPS_0.028_Samp_115
10.25	_EPS_0.028_Samp_117
10.25	_EPS_0.028_Samp_119
10.25	_EPS_0.028_Samp_121
10.25	_EPS_0.028_Samp_123
10.0	_EPS_0.028_Samp_125
9.75	_EPS_0.028_Samp_127
9.75	_EPS_0.028_Samp_129
9.75	_EPS_0.028_Samp_131
9.5	_EPS_0.028_Samp_133
9.5	_EPS_0.028_Samp_135
9.25	_EPS_0.028_Samp_137
9.25	_EPS_0.028_Samp_139
9.0	_EPS_0.028_Samp_141
9.0	_EPS_0.028_Samp_143
9.25	_EPS_0.028_Samp_145
9.25	_EPS_0.028_Samp_147
9.25	_EPS_0.028_Samp_149
9.25	_EPS_0.028_Samp_151
8.75	_EPS_0.028_Samp_153
8.75	_EPS_0.028_Samp_155
8.75	_EPS_0.028_Samp_157
8.75	_EPS_0.028_Samp_159
8.75	_EPS_0.028_Samp_161
30.041666666666668	_EPS_0.03_Samp_3
22.208333333333332	_EPS_0.03_Samp_5
18.708333333333332	_EPS_0.03_Samp_7
16.708333333333332	_EPS_0.03_Samp_9
14.916666666666666	_EPS_0.03_Samp_11
13.791666666666666	_EPS_0.03_Samp_13
12.708333333333334	_EPS_0.03_Samp_15
30.0	_EPS_0.03_Samp_17
28.0	_EPS_0.03_Samp_19
26.75	_EPS_0.03_Samp_21
25.75	_EPS_0.03_Samp_23
24.5	_EPS_0.03_Samp_25
24.0	_EPS_0.03_Samp_27
22.5	_EPS_0.03_Samp_29
21.75	_EPS_0.03_Samp_31
21.25	_EPS_0.03_Samp_33
20.75	_EPS_0.03_Samp_35
19.75	_EPS_0.03_Samp_37
19.25	_EPS_0.03_Samp_39
18.0	_EPS_0.03_Samp_41
17.0	_EPS_0.03_Samp_43
17.0	_EPS_0.03_Samp_45
17.0	_EPS_0.03_Samp_47
16.75	_EPS_0.03_Samp_49
16.25	_EPS_0.03_Samp_51
15.5	_EPS_0.03_Samp_53
15.0	_EPS_0.03_Samp_55
14.75	_EPS_0.03_Samp_57
14.5	_EPS_0.03_Samp_59
14.0	_EPS_0.03_Samp_61
13.25	_EPS_0.03_Samp_63
12.75	_EPS_0.03_Samp_65
13.5	_EPS_0.03_Samp_67
13.25	_EPS_0.03_Samp_69
13.25	_EPS_0.03_Samp_71
12.75	_EPS_0.03_Samp_73
12.75	_EPS_0.03_Samp_75
12.5	_EPS_0.03_Samp_77
12.5	_EPS_0.03_Samp_79
12.25	_EPS_0.03_Samp_81
11.5	_EPS_0.03_Samp_83
11.5	_EPS_0.03_Samp_85
11.25	_EPS_0.03_Samp_87
11.5	_EPS_0.03_Samp_89
11.25	_EPS_0.03_Samp_91
11.25	_EPS_0.03_Samp_93
11.25	_EPS_0.03_Samp_95
11.0	_EPS_0.03_Samp_97
10.75	_EPS_0.03_Samp_99
10.5	_EPS_0.03_Samp_101
10.5	_EPS_0.03_Samp_103
10.5	_EPS_0.03_Samp_105
10.0	_EPS_0.03_Samp_107
10.0	_EPS_0.03_Samp_109
10.0	_EPS_0.03_Samp_111
10.0	_EPS_0.03_Samp_113
10.0	_EPS_0.03_Samp_115
10.0	_EPS_0.03_Samp_117
10.0	_EPS_0.03_Samp_119
10.0	_EPS_0.03_Samp_121
10.0	_EPS_0.03_Samp_123
9.75	_EPS_0.03_Samp_125
9.75	_EPS_0.03_Samp_127
9.75	_EPS_0.03_Samp_129
9.5	_EPS_0.03_Samp_131
9.5	_EPS_0.03_Samp_133
9.5	_EPS_0.03_Samp_135
9.25	_EPS_0.03_Samp_137
9.25	_EPS_0.03_Samp_139
9.0	_EPS_0.03_Samp_141
9.0	_EPS_0.03_Samp_143
8.75	_EPS_0.03_Samp_145
9.0	_EPS_0.03_Samp_147
9.0	_EPS_0.03_Samp_149
9.0	_EPS_0.03_Samp_151
8.75	_EPS_0.03_Samp_153
8.5	_EPS_0.03_Samp_155
8.5	_EPS_0.03_Samp_157
8.5	_EPS_0.03_Samp_159
8.5	_EPS_0.03_Samp_161
29.625	_EPS_0.032_Samp_3
22.125	_EPS_0.032_Samp_5
18.333333333333332	_EPS_0.032_Samp_7
16.375	_EPS_0.032_Samp_9
14.833333333333334	_EPS_0.032_Samp_11
13.708333333333334	_EPS_0.032_Samp_13
12.5	_EPS_0.032_Samp_15
28.0	_EPS_0.032_Samp_17
26.0	_EPS_0.032_Samp_19
25.0	_EPS_0.032_Samp_21
25.0	_EPS_0.032_Samp_23
23.75	_EPS_0.032_Samp_25
23.25	_EPS_0.032_Samp_27
22.5	_EPS_0.032_Samp_29
21.75	_EPS_0.032_Samp_31
21.0	_EPS_0.032_Samp_33
20.75	_EPS_0.032_Samp_35
20.25	_EPS_0.032_Samp_37
19.75	_EPS_0.032_Samp_39
18.5	_EPS_0.032_Samp_41
17.25	_EPS_0.032_Samp_43
16.75	_EPS_0.032_Samp_45
17.0	_EPS_0.032_Samp_47
17.0	_EPS_0.032_Samp_49
17.0	_EPS_0.032_Samp_51
16.25	_EPS_0.032_Samp_53
16.0	_EPS_0.032_Samp_55
15.5	_EPS_0.032_Samp_57
15.0	_EPS_0.032_Samp_59
14.5	_EPS_0.032_Samp_61
14.0	_EPS_0.032_Samp_63
13.75	_EPS_0.032_Samp_65
13.75	_EPS_0.032_Samp_67
14.0	_EPS_0.032_Samp_69
13.75	_EPS_0.032_Samp_71
13.25	_EPS_0.032_Samp_73
13.0	_EPS_0.032_Samp_75
12.5	_EPS_0.032_Samp_77
12.5	_EPS_0.032_Samp_79
12.5	_EPS_0.032_Samp_81
11.75	_EPS_0.032_Samp_83
11.75	_EPS_0.032_Samp_85
11.25	_EPS_0.032_Samp_87
11.25	_EPS_0.032_Samp_89
11.0	_EPS_0.032_Samp_91
11.25	_EPS_0.032_Samp_93
11.25	_EPS_0.032_Samp_95
11.25	_EPS_0.032_Samp_97
11.0	_EPS_0.032_Samp_99
10.5	_EPS_0.032_Samp_101
10.25	_EPS_0.032_Samp_103
10.25	_EPS_0.032_Samp_105
10.0	_EPS_0.032_Samp_107
10.0	_EPS_0.032_Samp_109
10.25	_EPS_0.032_Samp_111
10.25	_EPS_0.032_Samp_113
10.25	_EPS_0.032_Samp_115
10.25	_EPS_0.032_Samp_117
10.25	_EPS_0.032_Samp_119
10.25	_EPS_0.032_Samp_121
10.25	_EPS_0.032_Samp_123
10.25	_EPS_0.032_Samp_125
10.0	_EPS_0.032_Samp_127
10.0	_EPS_0.032_Samp_129
9.75	_EPS_0.032_Samp_131
9.75	_EPS_0.032_Samp_133
9.5	_EPS_0.032_Samp_135
9.5	_EPS_0.032_Samp_137
9.25	_EPS_0.032_Samp_139
9.0	_EPS_0.032_Samp_141
9.0	_EPS_0.032_Samp_143
9.0	_EPS_0.032_Samp_145
9.0	_EPS_0.032_Samp_147
9.0	_EPS_0.032_Samp_149
9.0	_EPS_0.032_Samp_151
8.75	_EPS_0.032_Samp_153
8.75	_EPS_0.032_Samp_155
8.75	_EPS_0.032_Samp_157
8.75	_EPS_0.032_Samp_159
8.75	_EPS_0.032_Samp_161
28.583333333333332	_EPS_0.034_Samp_3
21.083333333333332	_EPS_0.034_Samp_5
17.5	_EPS_0.034_Samp_7
15.958333333333334	_EPS_0.034_Samp_9
14.125	_EPS_0.034_Samp_11
13.416666666666666	_EPS_0.034_Samp_13
12.375	_EPS_0.034_Samp_15
27.25	_EPS_0.034_Samp_17
25.25	_EPS_0.034_Samp_19
24.25	_EPS_0.034_Samp_21
23.5	_EPS_0.034_Samp_23
23.0	_EPS_0.034_Samp_25
22.5	_EPS_0.034_Samp_27
21.25	_EPS_0.034_Samp_29
21.25	_EPS_0.034_Samp_31
20.25	_EPS_0.034_Samp_33
20.0	_EPS_0.034_Samp_35
20.0	_EPS_0.034_Samp_37
19.25	_EPS_0.034_Samp_39
18.0	_EPS_0.034_Samp_41
17.0	_EPS_0.034_Samp_43
16.5	_EPS_0.034_Samp_45
16.25	_EPS_0.034_Samp_47
16.0	_EPS_0.034_Samp_49
16.0	_EPS_0.034_Samp_51
15.25	_EPS_0.034_Samp_53
15.5	_EPS_0.034_Samp_55
15.25	_EPS_0.034_Samp_57
14.5	_EPS_0.034_Samp_59
14.25	_EPS_0.034_Samp_61
13.5	_EPS_0.034_Samp_63
13.5	_EPS_0.034_Samp_65
13.25	_EPS_0.034_Samp_67
13.25	_EPS_0.034_Samp_69
13.0	_EPS_0.034_Samp_71
12.75	_EPS_0.034_Samp_73
12.75	_EPS_0.034_Samp_75
12.25	_EPS_0.034_Samp_77
12.0	_EPS_0.034_Samp_79
12.25	_EPS_0.034_Samp_81
12.0	_EPS_0.034_Samp_83
11.75	_EPS_0.034_Samp_85
11.5	_EPS_0.034_Samp_87
11.5	_EPS_0.034_Samp_89
11.25	_EPS_0.034_Samp_91
11.25	_EPS_0.034_Samp_93
11.5	_EPS_0.034_Samp_95
11.5	_EPS_0.034_Samp_97
10.75	_EPS_0.034_Samp_99
10.5	_EPS_0.034_Samp_101
10.25	_EPS_0.034_Samp_103
10.25	_EPS_0.034_Samp_105
10.25	_EPS_0.034_Samp_107
10.0	_EPS_0.034_Samp_109
10.0	_EPS_0.034_Samp_111
10.0	_EPS_0.034_Samp_113
10.0	_EPS_0.034_Samp_115
10.0	_EPS_0.034_Samp_117
10.25	_EPS_0.034_Samp_119
10.25	_EPS_0.034_Samp_121
10.25	_EPS_0.034_Samp_123
10.25	_EPS_0.034_Samp_125
10.0	_EPS_0.034_Samp_127
10.0	_EPS_0.034_Samp_129
9.75	_EPS_0.034_Samp_131
9.75	_EPS_0.034_Samp_133
9.75	_EPS_0.034_Samp_135
9.5	_EPS_0.034_Samp_137
9.5	_EPS_0.034_Samp_139
9.0	_EPS_0.034_Samp_141
9.0	_EPS_0.034_Samp_143
9.0	_EPS_0.034_Samp_145
9.0	_EPS_0.034_Samp_147
9.0	_EPS_0.034_Samp_149
9.0	_EPS_0.034_Samp_151
8.75	_EPS_0.034_Samp_153
8.75	_EPS_0.034_Samp_155
8.75	_EPS_0.034_Samp_157
8.75	_EPS_0.034_Samp_159
8.75	_EPS_0.034_Samp_161
26.875	_EPS_0.036_Samp_3
20.5	_EPS_0.036_Samp_5
17.125	_EPS_0.036_Samp_7
15.291666666666666	_EPS_0.036_Samp_9
13.666666666666666	_EPS_0.036_Samp_11
13.208333333333334	_EPS_0.036_Samp_13
12.166666666666666	_EPS_0.036_Samp_15
26.5	_EPS_0.036_Samp_17
24.75	_EPS_0.036_Samp_19
23.0	_EPS_0.036_Samp_21
22.75	_EPS_0.036_Samp_23
22.25	_EPS_0.036_Samp_25
21.5	_EPS_0.036_Samp_27
20.0	_EPS_0.036_Samp_29
19.75	_EPS_0.036_Samp_31
19.25	_EPS_0.036_Samp_33
18.75	_EPS_0.036_Samp_35
18.5	_EPS_0.036_Samp_37
18.0	_EPS_0.036_Samp_39
18.0	_EPS_0.036_Samp_41
16.5	_EPS_0.036_Samp_43
16.0	_EPS_0.036_Samp_45
16.0	_EPS_0.036_Samp_47
16.5	_EPS_0.036_Samp_49
16.0	_EPS_0.036_Samp_51
15.5	_EPS_0.036_Samp_53
15.5	_EPS_0.036_Samp_55
15.0	_EPS_0.036_Samp_57
14.5	_EPS_0.036_Samp_59
14.25	_EPS_0.036_Samp_61
14.0	_EPS_0.036_Samp_63
13.25	_EPS_0.036_Samp_65
13.0	_EPS_0.036_Samp_67
13.0	_EPS_0.036_Samp_69
13.0	_EPS_0.036_Samp_71
12.75	_EPS_0.036_Samp_73
12.75	_EPS_0.036_Samp_75
12.5	_EPS_0.036_Samp_77
12.5	_EPS_0.036_Samp_79
12.25	_EPS_0.036_Samp_81
11.75	_EPS_0.036_Samp_83
11.5	_EPS_0.036_Samp_85
11.25	_EPS_0.036_Samp_87
11.25	_EPS_0.036_Samp_89
11.25	_EPS_0.036_Samp_91
11.0	_EPS_0.036_Samp_93
11.0	_EPS_0.036_Samp_95
11.0	_EPS_0.036_Samp_97
10.75	_EPS_0.036_Samp_99
10.25	_EPS_0.036_Samp_101
10.0	_EPS_0.036_Samp_103
10.0	_EPS_0.036_Samp_105
10.0	_EPS_0.036_Samp_107
9.75	_EPS_0.036_Samp_109
9.75	_EPS_0.036_Samp_111
9.75	_EPS_0.036_Samp_113
9.75	_EPS_0.036_Samp_115
9.75	_EPS_0.036_Samp_117
10.0	_EPS_0.036_Samp_119
10.25	_EPS_0.036_Samp_121
10.25	_EPS_0.036_Samp_123
10.25	_EPS_0.036_Samp_125
10.0	_EPS_0.036_Samp_127
10.0	_EPS_0.036_Samp_129
9.75	_EPS_0.036_Samp_131
10.0	_EPS_0.036_Samp_133
10.0	_EPS_0.036_Samp_135
9.75	_EPS_0.036_Samp_137
9.75	_EPS_0.036_Samp_139
9.5	_EPS_0.036_Samp_141
9.25	_EPS_0.036_Samp_143
9.25	_EPS_0.036_Samp_145
9.25	_EPS_0.036_Samp_147
9.25	_EPS_0.036_Samp_149
9.25	_EPS_0.036_Samp_151
9.0	_EPS_0.036_Samp_153
9.0	_EPS_0.036_Samp_155
9.0	_EPS_0.036_Samp_157
9.0	_EPS_0.036_Samp_159
9.0	_EPS_0.036_Samp_161
25.875	_EPS_0.038_Samp_3
19.916666666666668	_EPS_0.038_Samp_5
16.791666666666668	_EPS_0.038_Samp_7
14.833333333333334	_EPS_0.038_Samp_9
13.041666666666666	_EPS_0.038_Samp_11
12.833333333333334	_EPS_0.038_Samp_13
11.791666666666666	_EPS_0.038_Samp_15
24.25	_EPS_0.038_Samp_17
23.25	_EPS_0.038_Samp_19
22.25	_EPS_0.038_Samp_21
21.0	_EPS_0.038_Samp_23
