A,B,C,D
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.807,-72.254
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.806,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
1.1112e+05,1.4469e+12,41.805,-72.252
