A,B,C,D
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.807,-72.253
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.806,-72.253
8.443e+05,1.4438e+12,41.806,-72.253
8.443e+05,1.4438e+12,41.806,-72.253
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.806,-72.252
8.443e+05,1.4438e+12,41.805,-72.252
8.443e+05,1.4438e+12,41.805,-72.251
8.443e+05,1.4438e+12,41.805,-72.25
8.443e+05,1.4438e+12,41.805,-72.25
8.443e+05,1.4438e+12,41.805,-72.25
8.443e+05,1.4438e+12,41.805,-72.25
8.443e+05,1.4438e+12,41.805,-72.25
8.443e+05,1.4438e+12,41.804,-72.249
8.443e+05,1.4438e+12,41.804,-72.249
8.443e+05,1.4438e+12,41.804,-72.249
8.443e+05,1.4438e+12,41.804,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
8.443e+05,1.4438e+12,41.803,-72.249
