A,B,C,D
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.838,-72.293
8.9086e+05,1.4474e+12,41.81,-72.258
8.9086e+05,1.4474e+12,41.81,-72.258
8.9086e+05,1.4474e+12,41.81,-72.258
8.9086e+05,1.4474e+12,41.81,-72.258
8.9086e+05,1.4474e+12,41.81,-72.258
