A,B,C,D
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.807,-72.253
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.807,-72.255
4.2415e+05,1.4466e+12,41.807,-72.255
4.2415e+05,1.4466e+12,41.807,-72.255
4.2415e+05,1.4466e+12,41.807,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.806,-72.255
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.805,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.252
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
4.2415e+05,1.4466e+12,41.804,-72.253
