A,B,C,D
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.807,-72.254
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.807,-72.254
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.807,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.806,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
4.3886e+05,1.4466e+12,41.804,-72.253
