A,B,C,D
1.654e+05,1.4906e+12,41.81,-72.248
1.654e+05,1.4906e+12,41.81,-72.248
1.654e+05,1.4906e+12,41.81,-72.248
1.654e+05,1.4906e+12,41.81,-72.248
1.654e+05,1.4906e+12,41.81,-72.248
1.654e+05,1.4909e+12,41.808,-72.251
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.808,-72.25
1.654e+05,1.4909e+12,41.809,-72.249
1.654e+05,1.4909e+12,41.807,-72.254
1.654e+05,1.4909e+12,41.809,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.808,-72.256
1.654e+05,1.4909e+12,41.807,-72.254
1.654e+05,1.4909e+12,41.807,-72.254
1.654e+05,1.4909e+12,41.807,-72.254
1.654e+05,1.4909e+12,41.816,-72.278
1.654e+05,1.4909e+12,41.798,-72.375
1.654e+05,1.4909e+12,41.764,-72.519
1.654e+05,1.4909e+12,41.784,-72.54
1.654e+05,1.4909e+12,41.783,-72.542
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.78,-72.547
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.78,-72.546
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.781,-72.547
1.654e+05,1.4909e+12,41.78,-72.547
1.654e+05,1.4909e+12,41.78,-72.546
1.654e+05,1.4909e+12,41.78,-72.547
1.654e+05,1.4909e+12,41.781,-72.546
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.784,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.4909e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.784,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.784,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.541
1.654e+05,1.491e+12,41.783,-72.559
1.654e+05,1.491e+12,41.781,-72.572
1.654e+05,1.491e+12,41.726,-72.655
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.694,-72.657
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.694,-72.656
1.654e+05,1.491e+12,41.728,-72.666
1.654e+05,1.491e+12,41.781,-72.562
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.78,-72.547
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.546
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.78,-72.547
1.654e+05,1.491e+12,41.78,-72.546
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.781,-72.547
1.654e+05,1.491e+12,41.78,-72.546
1.654e+05,1.491e+12,41.781,-72.545
1.654e+05,1.491e+12,41.771,-72.678
1.654e+05,1.491e+12,41.735,-72.699
1.654e+05,1.491e+12,41.735,-72.699
1.654e+05,1.491e+12,41.724,-72.711
1.654e+05,1.491e+12,41.724,-72.71
1.654e+05,1.491e+12,41.696,-72.741
1.654e+05,1.491e+12,41.689,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.769
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.769
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.769
1.654e+05,1.491e+12,41.688,-72.77
1.654e+05,1.491e+12,41.688,-72.769
1.654e+05,1.491e+12,41.688,-72.77
