A,B,C,D
2.4528e+05,1.4909e+12,41.808,-72.251
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.808,-72.25
2.4528e+05,1.4909e+12,41.809,-72.249
2.4528e+05,1.4909e+12,41.807,-72.254
2.4528e+05,1.4909e+12,41.809,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.808,-72.256
2.4528e+05,1.4909e+12,41.807,-72.254
2.4528e+05,1.4909e+12,41.807,-72.254
2.4528e+05,1.4909e+12,41.807,-72.254
2.4528e+05,1.4909e+12,41.816,-72.278
2.4528e+05,1.4909e+12,41.798,-72.375
2.4528e+05,1.4909e+12,41.764,-72.519
2.4528e+05,1.4909e+12,41.784,-72.54
2.4528e+05,1.4909e+12,41.783,-72.542
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.78,-72.547
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.78,-72.546
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.781,-72.547
2.4528e+05,1.4909e+12,41.78,-72.547
2.4528e+05,1.4909e+12,41.78,-72.546
2.4528e+05,1.4909e+12,41.78,-72.547
2.4528e+05,1.4909e+12,41.781,-72.546
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.784,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
2.4528e+05,1.4909e+12,41.783,-72.541
