A,B,C,D
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.808,-72.255
5.8128e+05,1.4901e+12,41.809,-72.253
5.8128e+05,1.4901e+12,41.807,-72.252
5.8128e+05,1.4901e+12,41.806,-72.256
5.8128e+05,1.4904e+12,41.805,-72.246
5.8128e+05,1.4904e+12,41.803,-72.251
5.8128e+05,1.4905e+12,41.805,-72.248
5.8128e+05,1.4905e+12,41.806,-72.256
5.8128e+05,1.4905e+12,41.806,-72.255
5.8128e+05,1.4905e+12,41.807,-72.256
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4905e+12,41.807,-72.257
5.8128e+05,1.4906e+12,41.806,-72.256
5.8128e+05,1.4906e+12,41.807,-72.256
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.807,-72.255
5.8128e+05,1.4906e+12,41.806,-72.256
5.8128e+05,1.4906e+12,41.806,-72.253
5.8128e+05,1.4907e+12,41.808,-72.255
5.8128e+05,1.4907e+12,41.808,-72.255
5.8128e+05,1.4907e+12,41.808,-72.255
5.8128e+05,1.4907e+12,41.808,-72.255
5.8128e+05,1.4907e+12,41.808,-72.255
5.8128e+05,1.4907e+12,41.807,-72.252
5.8128e+05,1.4907e+12,41.807,-72.252
5.8128e+05,1.4907e+12,41.807,-72.253
