A,B,C,D
8.9086e+05,1.4879e+12,41.807,-72.253
8.9086e+05,1.4879e+12,41.807,-72.255
8.9086e+05,1.4879e+12,41.809,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.81,-72.257
8.9086e+05,1.4879e+12,41.809,-72.255
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.809,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.808,-72.251
8.9086e+05,1.4879e+12,41.811,-72.249
8.9086e+05,1.4879e+12,41.818,-72.255
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.83,-72.276
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.813,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.812,-72.252
8.9086e+05,1.4879e+12,41.813,-72.25
8.9086e+05,1.4879e+12,41.812,-72.252
8.9086e+05,1.4879e+12,41.813,-72.249
8.9086e+05,1.4879e+12,41.827,-72.267
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.294
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.838,-72.293
8.9086e+05,1.4879e+12,41.833,-72.284
8.9086e+05,1.4879e+12,41.86,-72.356
8.9086e+05,1.4879e+12,41.86,-72.355
8.9086e+05,1.4879e+12,41.86,-72.355
8.9086e+05,1.4879e+12,41.86,-72.355
8.9086e+05,1.4879e+12,41.86,-72.355
8.9086e+05,1.4879e+12,41.86,-72.355
8.9086e+05,1.4879e+12,41.86,-72.356
8.9086e+05,1.4879e+12,41.834,-72.286
8.9086e+05,1.4879e+12,41.838,-72.294
