A,B,C,D
5.1873e+05,1.4919e+12,41.807,-72.253
5.1873e+05,1.4919e+12,41.807,-72.252
5.1873e+05,1.4919e+12,41.81,-72.248
5.1873e+05,1.4919e+12,41.81,-72.248
5.1873e+05,1.4919e+12,41.81,-72.248
5.1873e+05,1.4919e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.808,-72.249
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.808,-72.249
5.1873e+05,1.492e+12,41.808,-72.249
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.81,-72.247
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
5.1873e+05,1.492e+12,41.81,-72.248
