A,B,C,D
6.3422e+05,1.487e+12,41.806,-72.256
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.809,-72.253
6.3422e+05,1.4871e+12,41.807,-72.252
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4871e+12,41.807,-72.254
6.3422e+05,1.4872e+12,41.807,-72.253
6.3422e+05,1.4872e+12,41.807,-72.253
6.3422e+05,1.4872e+12,41.807,-72.253
6.3422e+05,1.4872e+12,41.807,-72.253
6.3422e+05,1.4872e+12,41.807,-72.253
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
6.3422e+05,1.4872e+12,41.801,-72.251
